ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_trainings_30d,num_trainings_60d,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,has_second_training
ID_D4397Q,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-13,['Yara Maziwa Pro'],1.0,1.0,1,0,,1,0,0
ID_CDDC9N,Male,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-03-19,"['Biodeal Dairy,Biodeal Poultry,Disadvantages Of Natural Mating,Herd Management,How To Succeed In Breeding,Microp+ Planting,Poultry Mngt Practices,Yara Maziwa Pro']",1.0,1.0,1,0,,1,0,0
ID_HUS014,Male,Above 35,Ussd,1,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-03-17,"['Dairy Housing,Poultry Housing,Record Keeping In Dairy']",1.0,1.0,1,0,,1,0,0
ID_QZK82H,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-18,"['Yara Maziwa Pro', 'Microp+ Planting', 'Poultry Management Practices', 'How To Succeed In Breeding']",4.0,4.0,4,3,0.0,1,0,1
ID_P4L4QY,Female,Above 35,Ussd,0,Nandi,Mosop,Kabisaga,trainer_name_5,2024-03-22,"['Dairy Housing,Dairy Hygiene, Health And Feeds,Dairy Nutrition With Tyari,Digicow App And Ndume App,Feed For Layers,Kienyeji Poultry Feeds,Microp+ Planting,Poultry Feeding With Tyari,Poultry Housing,Record Keeping In Dairy', 'Poultry Housing', 'Dairy Housing', 'Microp+ Planting', 'Record Keeping In Dairy', 'Feed For Layers', 'Kienyeji Poultry Feeds', 'Dairy Hygiene, Health And Feeds', 'Digicow App And Ndume App', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari']",9.0,9.0,11,10,0.0,1,0,1
ID_QBZ93U,Male,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-20,"['Yara Maziwa Pro', 'Microp+ Planting', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Herd Health', 'Causes Of Infertility In Dairy', 'Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Microp+ Topdressing', 'Feeding A Dairy Cow', 'Poultry Management Practises.', 'Poultry Health Management.', 'Some Reasons Why Ai Fails And Solutions', 'The Benefits Of Ndume App', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Feed Management', 'How To Control Foot And Mouth', 'Poultry Management Practises..', 'Poultry Health Management..', 'Deworming Your Dairy Animal', 'Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Crops', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Weed Management In Crop', 'Harvesting And Post Harvesting']",5.0,6.0,44,43,0.0,1,1,1
ID_JXGTJ3,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-13,"['Poultry Management Practices', 'Yara Maziwa Pro', 'Microp+ Planting']",3.0,3.0,3,2,0.0,1,0,1
ID_EPIXHW,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-21,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Yara Maziwa Pro', 'Microp+ Planting', 'Poultry Management Practises..', 'Herd Health Management.', 'Poultry Health Management..', 'The Benefits Of Ndume App', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds']",4.0,4.0,16,15,0.0,1,1,1
ID_DZ0POG,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-03-20,"['Poultry Feeding', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Yara Maziwa Pro']",4.0,4.0,4,3,0.0,1,0,1
ID_FEAR8F,Female,Above 35,Ussd,0,Bungoma,Bumula,South Bukusu,trainer_name_2,2024-03-16,"['How To Succeed In Breeding,Microp+ Planting,Poultry Management Practices,Yara Maziwa Pro']",1.0,1.0,1,0,,1,0,0
ID_A1S354,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-03-27,"['Poultry Feeding', 'Yara Maziwa Pro', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Disadvantages In Natural Mating', 'Herd Health Management', 'Biodeal Dairy', 'Biodeal Poultry', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Infertility In Dairy Cows', 'Herd. Health. Management', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Asili Fertilizer (Organic)', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Livestock Management Practices.', 'How To Manage Pest And Diseases At Harvesting Stage', 'Improved Maize & Bean Varieties From East Africa Seed', 'Benfits Of Sistema Biogas', 'Pest & Disease Management During Production', 'Dairy Hygiene With Ckl', 'Importance Of Mineral Supplementation With Ckl.', 'General Livestock Management', 'Pest And Disease Management At Production Stage', 'Benefits Of Sistema Biogas']",8.0,8.0,44,43,0.0,1,1,1
ID_2ATIW2,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-28,"['Poultry Management Practices', 'Microp+ Planting']",2.0,2.0,2,1,0.0,1,0,1
ID_NDQGVL,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-18,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Microp+ Planting', 'Yara Maziwa Pro']",4.0,4.0,4,3,0.0,1,0,1
ID_7KJTBC,Male,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-03-04,['Factors Affecting Milk Production'],1.0,1.0,1,0,,1,0,0
ID_YRI34D,Female,Above 35,Manual,1,Nandi,Mosop,Ndalat,trainer_name_5,2024-03-04,"['Dairy Housing,Dairy Hygiene, Health And Feeds,Feed For Layers,Kienyeji Poultry Feeds,Microp+ Planting,Poultry Housing,Poultry Products,Record Keeping In Dairy', 'Poultry Housing', 'Dairy Housing', 'Record Keeping In Dairy', 'Poultry Products', 'Dairy Hygiene, Health And Feeds', 'Kienyeji Poultry Feeds', 'Feed For Layers', 'Microp+ Planting']",9.0,9.0,9,8,0.0,1,0,1
ID_A3TSB4,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-03-21,"['Herd Health', 'Dairy Hygiene', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance']",1.0,1.0,4,3,210.0,1,0,1
ID_WBTLY4,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu East,trainer_name_3,2024-03-26,"['Herd Health', 'Poultry Management Practices', 'Disadvantages Of Natural Mating', 'Biodeal Poultry', 'Disadvantages In Natural Mating', 'Sheep And Goat Management Practices', 'Pest And Disease Management In Crops', 'Clean Energy With Sistema Biogas', 'Harvesting And Post Harvesting']",4.0,5.0,9,8,8.0,1,0,1
ID_EGW87C,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-03-17,"['Herd Health Management.,Poultry Health Management.,Poultry Management Practices,Poultry Management Practises.,The Benefits Of Ndume App']",1.0,1.0,1,0,,1,0,0
ID_ORIKRD,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-03-01,"['Asili Fertilizer (Organic),How To Feed Kienyeji Chicken From 1 Day Old To Maturity,How To Feed Layers From 1 Day Old To Maturity,Importance Of Choosing The Right Seed Variety,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Feeding,Poultry Housing,Poultry Products,Record Keeping In Dairy,Successfull Breeding With Crv,Unga Dairy Feeds, Hygiene And Health Products,Weed Management In Maize And Beans', 'Poultry Products', 'Record Keeping In Dairy', 'Poultry Housing', 'How To Feed Kienyeji Chicken From 1 Day Old To Maturity', 'How To Feed Layers From 1 Day Old To Maturity', 'Unga Dairy Feeds, Hygiene And Health Products', 'Milking Hygiene', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)', 'Poultry Feeding', 'Poultry And Dairy Feeding With Tyari Feeds', 'Asili Fertilizer (Organic)', 'Importance Of Choosing The Right Seed Variety', 'Successfull Breeding With Crv', 'Weed Management In Maize And Beans']",4.0,4.0,16,15,0.0,1,0,1
ID_D8W1TF,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-27,"['Yara Maziwa Pro', 'How To Succeed In Breeding', 'Poultry Management Practices', 'Microp+ Planting', 'Herd Management', 'Poultry Management Pract', 'Feeding A Dairy Cow', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..']",4.0,4.0,13,12,0.0,1,0,1
ID_1PCCI2,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-03-25,"['Yara Maziwa Pro', 'Microp+ Planting', 'Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding']",2.0,5.0,5,4,0.0,1,0,1
ID_5V3YOF,Female,Below 35,Manual,1,Siaya,Bondo,North Sakwa,trainer_name_8,2024-03-12,['Record Keeping In Dairy'],1.0,1.0,1,0,,1,0,0
ID_9LC28Y,Male,Above 35,Ussd,0,Bungoma,Bumula,Bumula,trainer_name_2,2024-03-27,"['Biodeal Dairy,Biodeal Poultry,Disadvantages Of Natural Mating,Herd Health,How To Succeed In Breeding,Microp+ Planting,Poultry Management Practices,Yara Maziwa Pro']",1.0,1.0,1,0,,1,0,0
ID_JD8EWX,Female,Above 35,Ussd,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-03-12,"['How To Succeed In Breeding', 'Reasons Why Ai Fails And Solutions', 'Disadvantages Of Natural Mating', 'Ndume App', 'Sheep And Goat Management Practices', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating.', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'Sheep And Goat Management Practices', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Sheep And Goat Rearing', 'Herd Health. Management', 'Poultry And Dairy Feeding With Tyari Feeds', 'Animal Management Practices']",1.0,1.0,18,17,98.0,1,0,1
ID_MG1BCW,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-03-27,"['How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'How To Succeed In Breeding', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Poultry Management Practices', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Yara Maziwa Pro', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Poultry Feeding', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Biodeal Dairy', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Herd Health', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Poultry Mangt', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Disadvantages Of Natural Mating', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'Herd Health Practices With Biodeal Products', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'How To Rear Healthy Chicken With Biodeal', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Management Pract', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Some Reasons Why Ai Fails And Solutions', 'Herd Management', 'Herd Management', 'Herd Management', 'Herd Management', 'Herd Management', 'Herd Management', 'Herd Management', 'Herd Management', 'Herd Management', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Herd Health With Biodeal', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Importance Of Vaccination', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Improved Maize & Bean Varieties From East Africa Seed', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Livestock Management Practices..', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'Pest & Disease Management During Production', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'General Livestock Management', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Pest And Disease Management At Production Stage', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas', 'Benefits Of Sistema Biogas']",72.0,90.0,441,440,0.0,1,1,1
ID_4QSEPC,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu East,trainer_name_3,2024-03-19,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Disadvantages Of Natural Mating', 'Biodeal Poultry', 'Disadvantages In Natural Mating', 'Reasons Why Ai Fails And Solutions', 'Disadvantages Of Natural Mating', 'Ndume App', 'Sheep And Goat Management Practices', 'Goat Management Practices', 'Sheep & Goat Rearing.', 'Improved Maize & Bean Varieties From East Africa Seed', 'Benfits Of Sistema Biogas']",2.0,5.0,13,12,15.0,1,0,1
ID_YBZR6U,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-03-22,"['Poultry Feeding', 'Yara Maziwa Pro', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Herd Health Management', 'Disadvantages In Natural Mating', 'Biodeal Poultry', 'Biodeal Dairy', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Health Practices', 'Poultry Mangt', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Deworming Your Dairy Animal', 'Infertility In Dairy Cows', 'Aflatoxin In Dairy Farming', 'Herd. Health. Management', 'Poultry Health With Biodeal', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Asili Fertilizer', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Benfits Of Sistema Biogas']",6.0,10.0,31,30,0.0,1,1,1
ID_UG1BD6,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-03-28,"['Poultry Feeding', 'Herd Health', 'Poultry Management Practices', 'Disadvantages Of Natural Mating', 'Sheep And Goat Management Practices', 'Ndume App', 'Infertility In Dairy Cows', 'Poultry Health Mngt', 'Sheep & Goat Rearing', 'Pest And Disease Management In Crops', 'Clean Energy With Sistema Biogas']",3.0,3.0,11,10,0.0,1,0,1
