ID,Target_AUC,Target_LogLoss
ID_4FS0AQ,0,0
ID_BB9HOK,0,0
ID_E1G6OW,0,0
ID_Z7248R,0,0
ID_JSREAR,0,0
ID_W4URCG,0,0
ID_A12LUK,0,0
ID_XTB4LF,0,0
ID_YP7QX5,0,0
ID_RLT48A,0,0
ID_RAM3OW,0,0
ID_Q00XTL,0,0
ID_6NTJFI,0,0
ID_CJX973,0,0
ID_VF8RBX,0,0
ID_9MTLD3,0,0
ID_Z4KTSB,0,0
ID_DWP9CW,0,0
ID_YD9W3O,0,0
ID_OV0NFI,0,0
ID_A8GPRC,0,0
ID_2AA191,0,0
ID_I65EVE,0,0
ID_5YDVWM,0,0
ID_H8RTHV,0,0
ID_RGT6WS,0,0
ID_FAC74U,0,0
ID_RWIOGY,0,0
ID_AI5ORN,0,0
ID_NLJ05F,0,0
ID_ZSILO6,0,0
ID_0CK6E4,0,0
ID_7R9URU,0,0
ID_WJTKG9,0,0
ID_QPKI4I,0,0
ID_OYOHJ1,0,0
ID_QIJGCW,0,0
ID_5HENQR,0,0
ID_2QQ4XM,0,0
ID_KIBV31,0,0
ID_Z006UT,0,0
ID_EFS4B3,0,0
ID_3JDAYA,0,0
ID_KMVV2A,0,0
ID_JUIBDR,0,0
ID_GLIBNR,0,0
ID_VQGVCD,0,0
ID_O90HMB,0,0
ID_X8H69P,0,0
ID_M6WH6U,0,0
ID_O0PI3L,0,0
ID_2BB58C,0,0
ID_SN4X7F,0,0
ID_5V3HT2,0,0
ID_3343D3,0,0
ID_RSHNXD,0,0
ID_ODQDJ8,0,0
ID_I0I696,0,0
ID_64HGBC,0,0
ID_NP7KXU,0,0
ID_6JQM04,0,0
ID_U3PN6O,0,0
ID_PZ3IUR,0,0
ID_OSOBHJ,0,0
ID_57G7LO,0,0
ID_DOXRSZ,0,0
ID_ZRWJ7X,0,0
ID_JSCACD,0,0
ID_VVJTS0,0,0
ID_M5QM6H,0,0
ID_NIW1C1,0,0
ID_QBJOWQ,0,0
ID_I4YXMM,0,0
ID_R87XMS,0,0
ID_BCB85S,0,0
ID_NHQQTQ,0,0
ID_6Q4T7X,0,0
ID_F6F4DV,0,0
ID_XFY3GV,0,0
ID_3EU2RP,0,0
ID_Q37M8C,0,0
ID_4WQMKJ,0,0
ID_AJIE1W,0,0
ID_NW9LH6,0,0
ID_SK8H37,0,0
ID_02Q3TV,0,0
ID_QB3LZX,0,0
ID_5Q368E,0,0
ID_8ZBE5P,0,0
ID_EL0784,0,0
ID_RSXW0A,0,0
ID_UAS353,0,0
ID_9792CI,0,0
ID_CMLNHJ,0,0
ID_IKTXFR,0,0
ID_KKHAMD,0,0
ID_9OF7ZF,0,0
ID_ZJ9LOD,0,0
ID_ZHMN11,0,0
ID_BQ6O1C,0,0
ID_2LIOND,0,0
ID_LGZ8V8,0,0
ID_FPHUVF,0,0
ID_JKQBZ1,0,0
ID_1E7BS0,0,0
ID_I49WB1,0,0
ID_AOZXL0,0,0
ID_I10SKX,0,0
ID_EWDSPT,0,0
ID_5FYQQW,0,0
ID_83JNHX,0,0
ID_69QEDA,0,0
ID_PWTYZA,0,0
ID_N0R20F,0,0
ID_7D956J,0,0
ID_OMIBH4,0,0
ID_3ASBEJ,0,0
ID_MMO3M2,0,0
ID_8UMBQQ,0,0
ID_JY972B,0,0
ID_QAQDMI,0,0
ID_7RGAFB,0,0
ID_J43PB6,0,0
ID_XYPB75,0,0
ID_7273DL,0,0
ID_IZSA3U,0,0
ID_BY6ATP,0,0
ID_NJOZ54,0,0
ID_JT8P3Y,0,0
ID_S5KO7Y,0,0
ID_IJ44OU,0,0
ID_BA90UM,0,0
ID_T1JYW6,0,0
ID_X5JJV6,0,0
ID_BZCTC8,0,0
ID_6AYFUN,0,0
ID_81U21K,0,0
ID_ET9128,0,0
ID_9KQT2F,0,0
ID_2MPA35,0,0
ID_13AB5G,0,0
ID_ALB4BG,0,0
ID_T0H7P4,0,0
ID_SXI9FX,0,0
ID_H8H6EP,0,0
ID_B1B9CA,0,0
ID_BFJ8L2,0,0
ID_EMA0MO,0,0
ID_GQT2WQ,0,0
ID_IBRRVL,0,0
ID_61Z07A,0,0
ID_FC6PT4,0,0
ID_LV7EO9,0,0
ID_62AMSU,0,0
ID_MTQ61R,0,0
ID_ZG0B24,0,0
ID_QYEX42,0,0
ID_6RSORN,0,0
ID_CIJ8ZW,0,0
ID_VUIB2C,0,0
ID_9RJE20,0,0
ID_CIJSQD,0,0
ID_KXWPWS,0,0
ID_0NN193,0,0
ID_Q70VXQ,0,0
ID_CXJ175,0,0
ID_22SQD0,0,0
ID_IRX9VF,0,0
ID_JOY4NQ,0,0
ID_9XNP45,0,0
ID_BNCMPN,0,0
ID_KLSNO4,0,0
ID_A98SCT,0,0
ID_DTHKHJ,0,0
ID_KJGJ17,0,0
ID_XQ8WI0,0,0
ID_UPSHIL,0,0
ID_1Z3SB1,0,0
ID_VW6PAO,0,0
ID_2G3B8J,0,0
ID_7BGZAK,0,0
ID_YFC9JF,0,0
ID_GL89CJ,0,0
ID_QH6D23,0,0
ID_7VWSKS,0,0
ID_IQE5E3,0,0
ID_LBMX43,0,0
ID_S2OIYB,0,0
ID_9MQK7T,0,0
ID_UBO52X,0,0
ID_UPHU97,0,0
ID_M5IFZC,0,0
ID_0LA5JH,0,0
ID_I142VH,0,0
ID_9AY2NT,0,0
ID_IQZY93,0,0
ID_AXNZE1,0,0
ID_DM91PJ,0,0
ID_BW7PBS,0,0
ID_AJO42W,0,0
ID_PE2PQU,0,0
ID_GI3FSR,0,0
ID_VLCJAV,0,0
ID_QU0RRR,0,0
ID_QD1FFN,0,0
ID_7W0SQ8,0,0
ID_OS0Q60,0,0
ID_2TPDAV,0,0
ID_P7J51L,0,0
ID_2KNEN5,0,0
ID_QMP96W,0,0
ID_A1FIKR,0,0
ID_QEP062,0,0
ID_IVOUMJ,0,0
ID_MG75ZW,0,0
ID_RC7W8R,0,0
ID_HAX1O9,0,0
ID_V589W3,0,0
ID_JIXN99,0,0
ID_9P9M59,0,0
ID_WAYRB7,0,0
ID_PZHX4E,0,0
ID_YVBNXX,0,0
ID_1IWTHT,0,0
ID_TZZJTM,0,0
ID_HTRG3R,0,0
ID_Y4Y2ZR,0,0
ID_CT8J22,0,0
ID_JU3Q0L,0,0
ID_93J9FI,0,0
ID_B5HL6T,0,0
ID_YSD4DB,0,0
ID_H1WX8C,0,0
ID_G40IBV,0,0
ID_OIA9O5,0,0
ID_0JXXBP,0,0
ID_WOUF52,0,0
ID_561HVO,0,0
ID_EXGR1Q,0,0
ID_5D91SQ,0,0
ID_EPGW27,0,0
ID_KVDRSL,0,0
ID_2I2LU6,0,0
ID_VRYUU6,0,0
ID_1MLI4B,0,0
ID_7WG194,0,0
ID_I9O224,0,0
ID_28389Z,0,0
ID_K6KY0A,0,0
ID_JIHE96,0,0
ID_HQ71L9,0,0
ID_4RX6QR,0,0
ID_0P3TWE,0,0
ID_ZH7925,0,0
ID_GKQTE3,0,0
ID_9E37P1,0,0
ID_7VCX1R,0,0
ID_SP69VM,0,0
ID_QEFW0D,0,0
ID_XN6QQD,0,0
ID_WQI22P,0,0
ID_7OYHPW,0,0
ID_BCH4M3,0,0
ID_UAHCFU,0,0
ID_LFX2BG,0,0
ID_JSUS5M,0,0
ID_ADJFG7,0,0
ID_Z97E31,0,0
ID_PIEPPW,0,0
ID_202JT6,0,0
ID_EYK33V,0,0
ID_0YDT6I,0,0
ID_WZA395,0,0
ID_QIXT8G,0,0
ID_QC0E55,0,0
ID_LBEMC0,0,0
ID_903ZTY,0,0
ID_M0BI8J,0,0
ID_AVAFYN,0,0
ID_IHLK2X,0,0
ID_HCYUS8,0,0
ID_FHYMCU,0,0
ID_0MM2FJ,0,0
ID_HX0PYR,0,0
ID_JV4L71,0,0
ID_U13AEV,0,0
ID_5Q7T39,0,0
ID_UVOZBW,0,0
ID_2B1HJX,0,0
ID_507TYX,0,0
ID_1W40DC,0,0
ID_CR9JP8,0,0
ID_G461K7,0,0
ID_8K6265,0,0
ID_XLHRI5,0,0
ID_HUXXHQ,0,0
ID_PLRZL1,0,0
ID_QQNHY0,0,0
ID_Y1O9GV,0,0
ID_EIJZ4E,0,0
ID_152GBM,0,0
ID_QXWHZA,0,0
ID_PSYPLA,0,0
ID_87VGAF,0,0
ID_TH1K3S,0,0
ID_OES10B,0,0
ID_7STEXP,0,0
ID_F8JCV5,0,0
ID_954NWB,0,0
ID_XR59T4,0,0
ID_G1BE7S,0,0
ID_XS56UD,0,0
ID_BOWCBW,0,0
ID_J0CKBD,0,0
ID_PU7RB8,0,0
ID_LNIMDL,0,0
ID_JROWBQ,0,0
ID_A8JPUZ,0,0
ID_Y1090A,0,0
ID_TWFJJB,0,0
ID_TLACSH,0,0
ID_E4Z14C,0,0
ID_2PBJR2,0,0
ID_8MKCHZ,0,0
ID_W8JHHV,0,0
ID_5A0LRT,0,0
ID_L2N2B6,0,0
ID_B3CLHT,0,0
ID_J6GWHQ,0,0
ID_EAHRSR,0,0
ID_NG1YIB,0,0
ID_61B6Y8,0,0
ID_9OPNTU,0,0
ID_2YTAQ3,0,0
ID_FH45J3,0,0
ID_R2KSIC,0,0
ID_95I0WB,0,0
ID_E0PBC8,0,0
ID_NARPDF,0,0
ID_YO3O5I,0,0
ID_EBE1XT,0,0
ID_UXP39S,0,0
ID_UY8RGI,0,0
ID_0EJ258,0,0
ID_5Y65EN,0,0
ID_WD1NND,0,0
ID_ZPGRKT,0,0
ID_VET290,0,0
ID_UXKMTB,0,0
ID_E6G3Y5,0,0
ID_LN7LN5,0,0
ID_R4TZ6T,0,0
ID_94L27T,0,0
ID_RIP8M9,0,0
ID_GPH2AM,0,0
ID_CQXLXN,0,0
ID_99NA1M,0,0
ID_VM9NLE,0,0
ID_DBZZWC,0,0
ID_XFP8QE,0,0
ID_UU8K81,0,0
ID_UX70GM,0,0
ID_12K3DC,0,0
ID_B9ILD3,0,0
ID_KQLDNB,0,0
ID_4M3DYS,0,0
ID_0D36MQ,0,0
ID_FU3YXW,0,0
ID_SZTA8P,0,0
ID_YJ4UDX,0,0
ID_UZVN1C,0,0
ID_4KSWE5,0,0
ID_HAHUXM,0,0
ID_1OPVZW,0,0
ID_Z8WYQX,0,0
ID_70PZQ3,0,0
ID_P79N1G,0,0
ID_S8954P,0,0
ID_WKIICN,0,0
ID_8L8S5J,0,0
ID_ORQPRK,0,0
ID_1E185V,0,0
ID_F8UF44,0,0
ID_PA0DVQ,0,0
ID_CEHYNY,0,0
ID_B6QUCX,0,0
ID_JUXPHH,0,0
ID_544H6A,0,0
ID_4ENZOE,0,0
ID_C3T4X6,0,0
ID_KEPPOK,0,0
ID_TKAP6E,0,0
ID_LEWZE5,0,0
ID_DCGAFH,0,0
ID_49KW1U,0,0
ID_FKNOL1,0,0
ID_HMHGK1,0,0
ID_LME0RF,0,0
ID_NO0F28,0,0
ID_Q2APDZ,0,0
ID_7S45KK,0,0
ID_Q34NE2,0,0
ID_5KIHA7,0,0
ID_MYL950,0,0
ID_GCTN11,0,0
ID_99LCKM,0,0
ID_1ILBHX,0,0
ID_WIKTP2,0,0
ID_0T08DJ,0,0
ID_51K17V,0,0
ID_9UIB0B,0,0
ID_LUX93K,0,0
ID_YT577F,0,0
ID_I8DWJ9,0,0
ID_Y2STXP,0,0
ID_G9WLOS,0,0
ID_RSU5OI,0,0
ID_XLGCQG,0,0
ID_1KN47J,0,0
ID_DCMYHS,0,0
ID_V2FINI,0,0
ID_L1168E,0,0
ID_HC49Q1,0,0
ID_0WO5KW,0,0
ID_JI7QGJ,0,0
ID_I4IYSO,0,0
ID_VHUJ4A,0,0
ID_MDWP9L,0,0
ID_MRAZR2,0,0
ID_3ZOSQ3,0,0
ID_PN1Y9O,0,0
ID_FEGK2B,0,0
ID_A2OS1O,0,0
ID_57IMKD,0,0
ID_HGPZYN,0,0
ID_TQQDTH,0,0
ID_5WMCVZ,0,0
ID_TKTBIW,0,0
ID_PHI3WS,0,0
ID_F5DUMW,0,0
ID_DEP0FB,0,0
ID_7XVW6D,0,0
ID_YFF37J,0,0
ID_U9GFN6,0,0
ID_RSGPPZ,0,0
ID_EJ4SB8,0,0
ID_SY9742,0,0
ID_UE7SZJ,0,0
ID_BIED7A,0,0
ID_K72P4Y,0,0
ID_NB0D5D,0,0
ID_CMWY0L,0,0
ID_SG4Q5Y,0,0
ID_U8AA4A,0,0
ID_7BJE2G,0,0
ID_FZIWTW,0,0
ID_PVXQFV,0,0
ID_3ZWQU7,0,0
ID_HWTMT8,0,0
ID_ESSJB2,0,0
ID_P8STNH,0,0
ID_NARXPV,0,0
ID_C9DOB1,0,0
ID_UEOGDG,0,0
ID_GE299C,0,0
ID_DYZU7R,0,0
ID_XFI3B0,0,0
ID_LPTO31,0,0
ID_NU14NG,0,0
ID_8AV2KF,0,0
ID_HYQMCV,0,0
ID_O8T1A3,0,0
ID_JDSA4H,0,0
ID_H27IXG,0,0
ID_0M7YDV,0,0
ID_TV1JMA,0,0
ID_9QK1NT,0,0
ID_SNZBLF,0,0
ID_M6KDOW,0,0
ID_IX95TY,0,0
ID_SWDK54,0,0
ID_3AKG19,0,0
ID_D6P9N1,0,0
ID_HBX9OS,0,0
ID_QWUU28,0,0
ID_SV3X37,0,0
ID_8BALA5,0,0
ID_CTBTJ7,0,0
ID_ANX4OK,0,0
ID_Q85ZT2,0,0
ID_NJS246,0,0
ID_E90GMT,0,0
ID_6QIBJQ,0,0
ID_ANGQ4K,0,0
ID_RGEY3W,0,0
ID_4UL1GE,0,0
ID_JKQN1F,0,0
ID_8XEOO6,0,0
ID_G2S4XC,0,0
ID_JWDS0V,0,0
ID_DM4XYV,0,0
ID_XMNZF1,0,0
ID_J8HE6I,0,0
ID_I4NMWL,0,0
ID_YBDI29,0,0
ID_XGTXV1,0,0
ID_AEVGX7,0,0
ID_EWPIBC,0,0
ID_MG3CLL,0,0
ID_299PZG,0,0
ID_QCVGZQ,0,0
ID_DFMUPE,0,0
ID_GNC9IJ,0,0
ID_OZZ3KZ,0,0
ID_OMNBHW,0,0
ID_24QSDZ,0,0
ID_ZDZTEK,0,0
ID_2QIFBY,0,0
ID_RHTZF9,0,0
ID_B0OQY0,0,0
ID_QPX2DI,0,0
ID_VEAQEF,0,0
ID_NFVHCB,0,0
ID_4CWAVG,0,0
ID_OS5LKW,0,0
ID_RJM7XY,0,0
ID_GTYVWG,0,0
ID_1LWGGM,0,0
ID_ZEJR33,0,0
ID_YQ7B4W,0,0
ID_C6FRMO,0,0
ID_5A32Y7,0,0
ID_VZJ9FI,0,0
ID_L2TO1V,0,0
ID_Q6S244,0,0
ID_HRPXP4,0,0
ID_YML5VB,0,0
ID_X8VV5W,0,0
ID_2MSW4V,0,0
ID_5TQ5IC,0,0
ID_O8IEGD,0,0
ID_LAUYCD,0,0
ID_BTS5TS,0,0
ID_FAAJVO,0,0
ID_IIX4QZ,0,0
ID_P4H8TN,0,0
ID_7GHKHP,0,0
ID_QFJK8O,0,0
ID_44ZSU9,0,0
ID_4X9UIC,0,0
ID_I37WTT,0,0
ID_O6AO5H,0,0
ID_RYVWEX,0,0
ID_M0JJXJ,0,0
ID_3YBAEC,0,0
ID_H75DZX,0,0
ID_QWHD4S,0,0
ID_NRM2BS,0,0
ID_D17S4G,0,0
ID_8TI5FD,0,0
ID_TCTR66,0,0
ID_29DIT1,0,0
ID_LS7TUW,0,0
ID_GO54RY,0,0
ID_CRABNH,0,0
ID_24T71F,0,0
ID_3ZCVW3,0,0
ID_RSNZTF,0,0
ID_S8GL26,0,0
ID_ULJN8R,0,0
ID_X15XHE,0,0
ID_GYCTWI,0,0
ID_YH143K,0,0
ID_RCI3SE,0,0
ID_IKRM0K,0,0
ID_PPPIJH,0,0
ID_Q3OYQW,0,0
ID_P9QMEI,0,0
ID_YHTH5M,0,0
ID_8F8KSB,0,0
ID_OE2XUM,0,0
ID_PT5VOW,0,0
ID_2KN9CD,0,0
ID_M2FRMX,0,0
ID_USEILA,0,0
ID_Y1IWUB,0,0
ID_V2J4II,0,0
ID_HTD13Z,0,0
ID_S95CEE,0,0
ID_NEGC5P,0,0
ID_TSYASB,0,0
ID_2NVL0X,0,0
ID_XBLCIA,0,0
ID_0X2CMY,0,0
ID_9TFE3B,0,0
ID_AZ6T33,0,0
ID_HQWUG3,0,0
ID_EQPC18,0,0
ID_91G3B1,0,0
ID_GRKYJ8,0,0
ID_CZBOTJ,0,0
ID_HAQN8W,0,0
ID_GPMMRY,0,0
ID_7S410J,0,0
ID_MVU4XF,0,0
ID_U3SSNC,0,0
ID_TVWV8Z,0,0
ID_ERL3Z6,0,0
ID_5JJDV9,0,0
ID_8P9E6Y,0,0
ID_51RVZF,0,0
ID_ABT1KU,0,0
ID_AB54QZ,0,0
ID_99HZKQ,0,0
ID_5JURCG,0,0
ID_BRTTHV,0,0
ID_Q6W85N,0,0
ID_POQH4F,0,0
ID_UQDRKE,0,0
ID_SBYUFC,0,0
ID_BKMLK4,0,0
ID_6X1Y4T,0,0
ID_PJB1MX,0,0
ID_371REY,0,0
ID_S5E3R5,0,0
ID_6M7WS1,0,0
ID_PXCCJC,0,0
ID_BVAJ16,0,0
ID_BO8O7J,0,0
ID_634JS2,0,0
ID_YKG7AS,0,0
ID_474WHB,0,0
ID_2DWW1R,0,0
ID_1ACY7U,0,0
ID_F5IHG7,0,0
ID_PVS5CR,0,0
ID_VVW0X7,0,0
ID_7BWGKA,0,0
ID_XWRR06,0,0
ID_3N06VE,0,0
ID_5WVV17,0,0
ID_9IGL6G,0,0
ID_B0NJEW,0,0
ID_9ETVRY,0,0
ID_B9E1PR,0,0
ID_S9ACJ6,0,0
ID_4N7ZKK,0,0
ID_TVLC36,0,0
ID_ZFTWUD,0,0
ID_VPO31J,0,0
ID_KICXC7,0,0
ID_SP5B8M,0,0
ID_CTAPG3,0,0
ID_883VNL,0,0
ID_TDFVY7,0,0
ID_KMLO0D,0,0
ID_0IP3X8,0,0
ID_VS3644,0,0
ID_OWHXHP,0,0
ID_5Q6DMN,0,0
ID_7UOR9Y,0,0
ID_06EOQX,0,0
ID_BPJUV5,0,0
ID_CQXF4X,0,0
ID_MGPAON,0,0
ID_09WPJ8,0,0
ID_R1PEVE,0,0
ID_216MCZ,0,0
ID_MD5ZPN,0,0
ID_K0OH29,0,0
ID_VGAEA4,0,0
ID_XK7MSB,0,0
ID_SX09M3,0,0
ID_A2OYZO,0,0
ID_6SAYD0,0,0
ID_GLL20T,0,0
ID_AQWJQ8,0,0
ID_UGRYR4,0,0
ID_GL6Y05,0,0
ID_KSWWVL,0,0
ID_VY891V,0,0
ID_Y9XYIU,0,0
ID_T8WEWP,0,0
ID_DO9ENX,0,0
ID_6SB0T0,0,0
ID_YZND3K,0,0
ID_EYBUBA,0,0
ID_U5TTW3,0,0
ID_O4T7XI,0,0
ID_BN6HBQ,0,0
ID_KTMCGC,0,0
ID_ZLB5V2,0,0
ID_HF7D2K,0,0
ID_6Y9H6L,0,0
ID_V54S0J,0,0
ID_CPX8NB,0,0
ID_9T3I83,0,0
ID_T7MQR1,0,0
ID_0UIDX3,0,0
ID_FGDS0S,0,0
ID_B3WIVB,0,0
ID_59F16A,0,0
ID_CHCG7T,0,0
ID_Z5EDTR,0,0
ID_KNPLH5,0,0
ID_IW602E,0,0
ID_VDPNWB,0,0
ID_0D6TXJ,0,0
ID_MD7JYC,0,0
ID_79ENQS,0,0
ID_2SPZOT,0,0
ID_BY8RT5,0,0
ID_AEX79K,0,0
ID_JWMPCA,0,0
ID_Q0CJST,0,0
ID_N0IJQ8,0,0
ID_ZJMWLB,0,0
ID_DM73MV,0,0
ID_X2PZ2Q,0,0
ID_0J9DYC,0,0
ID_EFN11B,0,0
ID_KGOD9P,0,0
ID_H65OBN,0,0
ID_1VI1A3,0,0
ID_4ZI6F4,0,0
ID_0PZ6HM,0,0
ID_IRDK2X,0,0
ID_PI1A6C,0,0
ID_8MXIHN,0,0
ID_KJ0K3E,0,0
ID_87A8DC,0,0
ID_I7P4VM,0,0
ID_9JZUA9,0,0
ID_0VCCL9,0,0
ID_D1HODK,0,0
ID_0GDAMU,0,0
ID_4ABJA7,0,0
ID_ALQFC4,0,0
ID_BJ5APP,0,0
ID_8JZN1K,0,0
ID_QZQ8AD,0,0
ID_7YLYXZ,0,0
ID_09L4H0,0,0
ID_7GNVE2,0,0
ID_7OXITM,0,0
ID_Y8AKDX,0,0
ID_L6YW2B,0,0
ID_JC88Y4,0,0
ID_2DWLUR,0,0
ID_S88U88,0,0
ID_9HH0FD,0,0
ID_PURNRS,0,0
ID_HOO9VM,0,0
ID_NSMUO0,0,0
ID_RB1XD6,0,0
ID_B0HGVU,0,0
ID_VSE1LH,0,0
ID_YZGEHT,0,0
ID_QWRR45,0,0
ID_HBAFTD,0,0
ID_1OD9OJ,0,0
ID_ODLH6N,0,0
ID_INHK75,0,0
ID_ERNXJX,0,0
ID_P2GHXR,0,0
ID_KS39CG,0,0
ID_92KXXP,0,0
ID_VIS66Q,0,0
ID_9J88VX,0,0
ID_E82MDP,0,0
ID_HZOS04,0,0
ID_DFB7N4,0,0
ID_G6GQND,0,0
ID_RUWPRT,0,0
ID_Z0AKCV,0,0
ID_KQLDK2,0,0
ID_PN7XYJ,0,0
ID_AIIV1N,0,0
ID_TBBVV7,0,0
ID_Q7LI2S,0,0
ID_AND1BT,0,0
ID_57MADF,0,0
ID_2SE7ML,0,0
ID_19ZQHE,0,0
ID_LY0A4M,0,0
ID_EFKARA,0,0
ID_W05F63,0,0
ID_DFMPIM,0,0
ID_2A4KXY,0,0
ID_ZNOHH1,0,0
ID_OLCVM4,0,0
ID_6GVXGK,0,0
ID_ZCVWKG,0,0
ID_1H3QP4,0,0
ID_X6ADDB,0,0
ID_BVL2MV,0,0
ID_CTMBFB,0,0
ID_FT3HWA,0,0
ID_K39NG7,0,0
ID_GK2Y40,0,0
ID_MWEVAQ,0,0
ID_GM46TE,0,0
ID_YUIHVO,0,0
ID_049Z51,0,0
ID_IZMSBM,0,0
ID_IZXB47,0,0
ID_SMDB05,0,0
ID_J0XZ30,0,0
ID_NG9KFL,0,0
ID_X3UH5T,0,0
ID_MTJKPR,0,0
ID_3XXPSW,0,0
ID_QFEEQA,0,0
ID_Q05VTD,0,0
ID_GTLVYT,0,0
ID_YVAJAI,0,0
ID_L40WNI,0,0
ID_QJ9UTK,0,0
ID_ZTVNNO,0,0
ID_UPWEA6,0,0
ID_RTAO0L,0,0
ID_KDPP4D,0,0
ID_Z5NSM0,0,0
ID_U22RU8,0,0
ID_VHDGBI,0,0
ID_MR98N2,0,0
ID_8F1719,0,0
ID_GZE1C3,0,0
ID_N8F24V,0,0
ID_3AH30S,0,0
ID_M7QMLX,0,0
ID_BPEWZL,0,0
ID_MPUMYS,0,0
ID_EYE015,0,0
ID_Z4WZ72,0,0
ID_8C15X9,0,0
ID_QPUX99,0,0
ID_QCBDGY,0,0
ID_WRLCXY,0,0
ID_X3P4TO,0,0
ID_1PSUXG,0,0
ID_U0VPR9,0,0
ID_TP6N7S,0,0
ID_WNADY2,0,0
ID_D4NVJQ,0,0
ID_TLR3U1,0,0
ID_EOTYXO,0,0
ID_7AXBDX,0,0
ID_UWQQ6C,0,0
ID_M4NRI3,0,0
ID_DUZ95G,0,0
ID_YTM8JA,0,0
ID_LUXYXY,0,0
ID_9SSFYX,0,0
ID_8AD8OY,0,0
ID_U239DN,0,0
ID_SC6PWC,0,0
ID_67DZKP,0,0
ID_4IXTRC,0,0
ID_98ZE2D,0,0
ID_442EGK,0,0
ID_TUEEQ5,0,0
ID_556OOQ,0,0
ID_SBOWJY,0,0
ID_G0Y3E6,0,0
ID_T0K1NT,0,0
ID_TW5DOA,0,0
ID_PW3POM,0,0
ID_OG86T4,0,0
ID_WHABNN,0,0
ID_LMPWKS,0,0
ID_5H5JWI,0,0
ID_BMZF5W,0,0
ID_8KZSFL,0,0
ID_CKV954,0,0
ID_S5ALWS,0,0
ID_6OI1PK,0,0
ID_F2OXMD,0,0
ID_45BD6B,0,0
ID_ASM3MP,0,0
ID_82TCWJ,0,0
ID_R1FZXX,0,0
ID_55CHKW,0,0
ID_X8B25G,0,0
ID_GGYAHT,0,0
ID_HVAP5O,0,0
ID_R68Q94,0,0
ID_F0SSUI,0,0
ID_Z646F4,0,0
ID_B1T56B,0,0
ID_1ZHN0M,0,0
ID_7WLV7X,0,0
ID_FDVKSF,0,0
ID_645KZ2,0,0
ID_KTXCZP,0,0
ID_XYMFEJ,0,0
ID_ABD9H5,0,0
ID_1DUOIQ,0,0
ID_I2SAD8,0,0
ID_K9SU93,0,0
ID_9ERZT3,0,0
ID_4QKVH5,0,0
ID_H5FPHR,0,0
ID_6DE36S,0,0
ID_YA22IA,0,0
ID_5D66QA,0,0
ID_W9NPA9,0,0
ID_DM1O6Y,0,0
ID_W0RU49,0,0
ID_HMBE5V,0,0
ID_W1DY18,0,0
ID_E0EO15,0,0
ID_XL1PZH,0,0
ID_RSFC5Y,0,0
ID_EZ4TEP,0,0
ID_7Y68E2,0,0
ID_R6403M,0,0
ID_SYHLRK,0,0
ID_SEUMPX,0,0
ID_RMVCJS,0,0
ID_YINQOM,0,0
ID_0Y1WHO,0,0
ID_Q4Y7DH,0,0
ID_V9L9V8,0,0
ID_YN45D8,0,0
ID_F936EZ,0,0
ID_ZGMC7U,0,0
ID_J61T7X,0,0
ID_1Z7NHK,0,0
ID_EJAANZ,0,0
ID_MYYIJU,0,0
ID_YBBH3C,0,0
ID_I8C6IO,0,0
ID_HYI4QR,0,0
ID_W47A2J,0,0
ID_KG0KGE,0,0
ID_P53F8A,0,0
ID_TSHKZQ,0,0
ID_J9HE2F,0,0
ID_K75RO0,0,0
ID_MQVC73,0,0
ID_EC5EU1,0,0
ID_H3AA8Z,0,0
ID_GHO4TK,0,0
ID_TDMNA5,0,0
ID_CVPNU3,0,0
ID_R611EJ,0,0
ID_Z8D0VB,0,0
ID_JY4BO2,0,0
ID_J5S4F4,0,0
ID_WN4LK3,0,0
ID_9VRCT5,0,0
ID_PVPBXR,0,0
ID_PM86AV,0,0
ID_DWBYUR,0,0
ID_AFVF6I,0,0
ID_RO4YCP,0,0
ID_H0W8SL,0,0
ID_IHKKL3,0,0
ID_XUPGBB,0,0
ID_O6TGM6,0,0
ID_J483RR,0,0
ID_KNLFH7,0,0
ID_OWK77E,0,0
ID_PNRS9U,0,0
ID_ZEHTOK,0,0
ID_I0P41M,0,0
ID_KOAG80,0,0
ID_OCGDOQ,0,0
ID_DEAWIP,0,0
ID_RJ1O00,0,0
ID_Q4GB2P,0,0
ID_IFTWNX,0,0
ID_VDXIK9,0,0
ID_I539R0,0,0
ID_E135L9,0,0
ID_ASYLND,0,0
ID_DIJG1N,0,0
ID_ZZECYU,0,0
ID_WUWTAA,0,0
ID_YR3FRD,0,0
ID_8BVETA,0,0
ID_FPH6P1,0,0
ID_AM6ZVS,0,0
ID_OY5O8C,0,0
ID_7ZGLTJ,0,0
ID_5SEU4U,0,0
ID_VN5SHS,0,0
ID_VLXAI0,0,0
ID_J7JLCX,0,0
ID_WOS1JQ,0,0
ID_2IEFI7,0,0
ID_XXYXOK,0,0
ID_AVJDQB,0,0
ID_CISOW6,0,0
ID_HBYE94,0,0
ID_NRUZ8H,0,0
ID_H3YAWT,0,0
ID_QOCPST,0,0
ID_DSX63T,0,0
ID_GA8TQ7,0,0
ID_0HYY13,0,0
ID_OEVLJV,0,0
ID_VA9ZIV,0,0
ID_JV26LI,0,0
ID_YAK7KN,0,0
ID_9VYP08,0,0
ID_WSJCGO,0,0
ID_6VVDIN,0,0
ID_4MRNSO,0,0
ID_54M2YX,0,0
ID_EGG55R,0,0
ID_W5VM1N,0,0
